Column,Original,Imputed/Encoded
Annual Inc Joint,,42373.0 (From Annual Inc)
Annual Inc Joint,,72315.0 (From Annual Inc)
Annual Inc Joint,,320000.0 (From Annual Inc)
Annual Inc Joint,,34888.0 (From Annual Inc)
Annual Inc Joint,,76055.0 (From Annual Inc)
Annual Inc Joint,,89500.0 (From Annual Inc)
Annual Inc Joint,,42050.0 (From Annual Inc)
Annual Inc Joint,,48800.0 (From Annual Inc)
Annual Inc Joint,,203000.0 (From Annual Inc)
Annual Inc Joint,,112400.0 (From Annual Inc)
Annual Inc Joint,,33670.0 (From Annual Inc)
Annual Inc Joint,,44747.0 (From Annual Inc)
Annual Inc Joint,,179631.0 (From Annual Inc)
Annual Inc Joint,,73233.0 (From Annual Inc)
Annual Inc Joint,,35110.0 (From Annual Inc)
Annual Inc Joint,,106200.0 (From Annual Inc)
Annual Inc Joint,,72716.0 (From Annual Inc)
Annual Inc Joint,,46900.0 (From Annual Inc)
Annual Inc Joint,,74200.0 (From Annual Inc)
Annual Inc Joint,,242000.0 (From Annual Inc)
Annual Inc Joint,,21800.0 (From Annual Inc)
Annual Inc Joint,,83700.0 (From Annual Inc)
Annual Inc Joint,,35742.84 (From Annual Inc)
Annual Inc Joint,,34484.0 (From Annual Inc)
Annual Inc Joint,,33532.441 (From Annual Inc)
Annual Inc Joint,,57648.0 (From Annual Inc)
Annual Inc Joint,,94969.0 (From Annual Inc)
Annual Inc Joint,,35276.0 (From Annual Inc)
Annual Inc Joint,,26382.4 (From Annual Inc)
Annual Inc Joint,,57941.0 (From Annual Inc)
Annual Inc Joint,,118250.0 (From Annual Inc)
Annual Inc Joint,,52992.0 (From Annual Inc)
Annual Inc Joint,,53400.0 (From Annual Inc)
Annual Inc Joint,,65726.43 (From Annual Inc)
Annual Inc Joint,,59800.0 (From Annual Inc)
Annual Inc Joint,,89100.0 (From Annual Inc)
Annual Inc Joint,,10776.0 (From Annual Inc)
Annual Inc Joint,,31050.0 (From Annual Inc)
Annual Inc Joint,,31255.0 (From Annual Inc)
Annual Inc Joint,,29531.0 (From Annual Inc)
Annual Inc Joint,,32901.0 (From Annual Inc)
Annual Inc Joint,,47759.0 (From Annual Inc)
Annual Inc Joint,,104540.0 (From Annual Inc)
Annual Inc Joint,,89250.0 (From Annual Inc)
Annual Inc Joint,,46248.0 (From Annual Inc)
Annual Inc Joint,,58017.48 (From Annual Inc)
Annual Inc Joint,,140400.0 (From Annual Inc)
Annual Inc Joint,,97800.0 (From Annual Inc)
Annual Inc Joint,,52550.0 (From Annual Inc)
Annual Inc Joint,,285000.0 (From Annual Inc)
Annual Inc Joint,,115790.0 (From Annual Inc)
Annual Inc Joint,,56150.0 (From Annual Inc)
Annual Inc Joint,,89434.0 (From Annual Inc)
Annual Inc Joint,,148500.0 (From Annual Inc)
Annual Inc Joint,,133752.0 (From Annual Inc)
Annual Inc Joint,,84120.0 (From Annual Inc)
Annual Inc Joint,,280000.0 (From Annual Inc)
Annual Inc Joint,,75150.0 (From Annual Inc)
Annual Inc Joint,,98153.0 (From Annual Inc)
Annual Inc Joint,,69024.0 (From Annual Inc)
Annual Inc Joint,,39632.0 (From Annual Inc)
Annual Inc Joint,,58121.0 (From Annual Inc)
Annual Inc Joint,,147000.0 (From Annual Inc)
Annual Inc Joint,,53700.0 (From Annual Inc)
Annual Inc Joint,,50440.0 (From Annual Inc)
Annual Inc Joint,,34300.0 (From Annual Inc)
Annual Inc Joint,,54454.0 (From Annual Inc)
Annual Inc Joint,,131300.0 (From Annual Inc)
Annual Inc Joint,,77194.0 (From Annual Inc)
Annual Inc Joint,,65333.0 (From Annual Inc)
Annual Inc Joint,,48382.0 (From Annual Inc)
Annual Inc Joint,,15600.0 (From Annual Inc)
Annual Inc Joint,,78390.0 (From Annual Inc)
Annual Inc Joint,,430000.0 (From Annual Inc)
Annual Inc Joint,,98412.0 (From Annual Inc)
Annual Inc Joint,,158700.0 (From Annual Inc)
Annual Inc Joint,,63923.0 (From Annual Inc)
Annual Inc Joint,,78182.0 (From Annual Inc)
Annual Inc Joint,,30888.0 (From Annual Inc)
Annual Inc Joint,,27903.0 (From Annual Inc)
Annual Inc Joint,,85200.0 (From Annual Inc)
Annual Inc Joint,,63672.0 (From Annual Inc)
Annual Inc Joint,,57398.0 (From Annual Inc)
Annual Inc Joint,,15456.0 (From Annual Inc)
Annual Inc Joint,,355000.0 (From Annual Inc)
Annual Inc Joint,,67080.0 (From Annual Inc)
Annual Inc Joint,,67900.0 (From Annual Inc)
Annual Inc Joint,,23400.0 (From Annual Inc)
Annual Inc Joint,,108964.0 (From Annual Inc)
Annual Inc Joint,,106012.0 (From Annual Inc)
Annual Inc Joint,,42800.0 (From Annual Inc)
Annual Inc Joint,,43300.0 (From Annual Inc)
Annual Inc Joint,,24400.0 (From Annual Inc)
Annual Inc Joint,,71052.0 (From Annual Inc)
Annual Inc Joint,,82400.0 (From Annual Inc)
Annual Inc Joint,,70139.0 (From Annual Inc)
Annual Inc Joint,,111643.4 (From Annual Inc)
Annual Inc Joint,,68890.0 (From Annual Inc)
Annual Inc Joint,,36800.0 (From Annual Inc)
Annual Inc Joint,,38696.398 (From Annual Inc)
Annual Inc Joint,,110216.0 (From Annual Inc)
Annual Inc Joint,,29310.0 (From Annual Inc)
Annual Inc Joint,,71300.0 (From Annual Inc)
Annual Inc Joint,,216000.0 (From Annual Inc)
Annual Inc Joint,,42115.0 (From Annual Inc)
Annual Inc Joint,,36500.0 (From Annual Inc)
Annual Inc Joint,,54600.0 (From Annual Inc)
Annual Inc Joint,,34600.0 (From Annual Inc)
Annual Inc Joint,,20500.0 (From Annual Inc)
Annual Inc Joint,,53465.0 (From Annual Inc)
Annual Inc Joint,,30793.0 (From Annual Inc)
Annual Inc Joint,,50100.0 (From Annual Inc)
Annual Inc Joint,,44446.0 (From Annual Inc)
Annual Inc Joint,,41097.0 (From Annual Inc)
Annual Inc Joint,,116500.0 (From Annual Inc)
Annual Inc Joint,,74880.0 (From Annual Inc)
Annual Inc Joint,,39686.0 (From Annual Inc)
Annual Inc Joint,,33240.0 (From Annual Inc)
Annual Inc Joint,,26600.0 (From Annual Inc)
Annual Inc Joint,,93677.0 (From Annual Inc)
Annual Inc Joint,,57168.0 (From Annual Inc)
Annual Inc Joint,,79210.0 (From Annual Inc)
Annual Inc Joint,,97200.0 (From Annual Inc)
Annual Inc Joint,,42250.0 (From Annual Inc)
Annual Inc Joint,,123500.0 (From Annual Inc)
Annual Inc Joint,,31004.0 (From Annual Inc)
Annual Inc Joint,,84083.0 (From Annual Inc)
Annual Inc Joint,,93700.0 (From Annual Inc)
Annual Inc Joint,,43653.0 (From Annual Inc)
Annual Inc Joint,,53800.0 (From Annual Inc)
Annual Inc Joint,,81144.0 (From Annual Inc)
Annual Inc Joint,,42901.0 (From Annual Inc)
Annual Inc Joint,,39665.0 (From Annual Inc)
Annual Inc Joint,,108722.0 (From Annual Inc)
Annual Inc Joint,,84050.156 (From Annual Inc)
Annual Inc Joint,,21708.0 (From Annual Inc)
Annual Inc Joint,,850000.0 (From Annual Inc)
Annual Inc Joint,,190850.0 (From Annual Inc)
Annual Inc Joint,,42840.0 (From Annual Inc)
Annual Inc Joint,,66510.0 (From Annual Inc)
Annual Inc Joint,,54996.0 (From Annual Inc)
Annual Inc Joint,,139800.0 (From Annual Inc)
Annual Inc Joint,,57197.0 (From Annual Inc)
Annual Inc Joint,,26496.0 (From Annual Inc)
Annual Inc Joint,,100980.0 (From Annual Inc)
Annual Inc Joint,,68740.0 (From Annual Inc)
Annual Inc Joint,,70644.0 (From Annual Inc)
Annual Inc Joint,,70526.0 (From Annual Inc)
Annual Inc Joint,,118992.0 (From Annual Inc)
Annual Inc Joint,,71125.0 (From Annual Inc)
Annual Inc Joint,,41756.0 (From Annual Inc)
Annual Inc Joint,,135725.0 (From Annual Inc)
Annual Inc Joint,,45810.0 (From Annual Inc)
Annual Inc Joint,,23856.0 (From Annual Inc)
Annual Inc Joint,,55940.0 (From Annual Inc)
Annual Inc Joint,,128150.0 (From Annual Inc)
Annual Inc Joint,,123490.0 (From Annual Inc)
Annual Inc Joint,,17400.0 (From Annual Inc)
Annual Inc Joint,,23896.0 (From Annual Inc)
Annual Inc Joint,,46905.602 (From Annual Inc)
Annual Inc Joint,,53622.0 (From Annual Inc)
Annual Inc Joint,,222000.0 (From Annual Inc)
Annual Inc Joint,,29999.0 (From Annual Inc)
Annual Inc Joint,,31300.0 (From Annual Inc)
Annual Inc Joint,,315000.0 (From Annual Inc)
Annual Inc Joint,,60278.0 (From Annual Inc)
Annual Inc Joint,,62693.0 (From Annual Inc)
Annual Inc Joint,,110520.0 (From Annual Inc)
Annual Inc Joint,,188592.0 (From Annual Inc)
Annual Inc Joint,,113691.0 (From Annual Inc)
Annual Inc Joint,,156192.0 (From Annual Inc)
Annual Inc Joint,,14400.0 (From Annual Inc)
Annual Inc Joint,,59400.0 (From Annual Inc)
Annual Inc Joint,,40198.0 (From Annual Inc)
Annual Inc Joint,,30982.0 (From Annual Inc)
Annual Inc Joint,,29880.0 (From Annual Inc)
Annual Inc Joint,,75960.0 (From Annual Inc)
Annual Inc Joint,,71200.0 (From Annual Inc)
Annual Inc Joint,,256000.0 (From Annual Inc)
Annual Inc Joint,,16176.0 (From Annual Inc)
Annual Inc Joint,,84700.0 (From Annual Inc)
Annual Inc Joint,,97500.0 (From Annual Inc)
Annual Inc Joint,,41200.0 (From Annual Inc)
Annual Inc Joint,,120679.0 (From Annual Inc)
Annual Inc Joint,,46984.0 (From Annual Inc)
Annual Inc Joint,,84729.0 (From Annual Inc)
Annual Inc Joint,,8820.0 (From Annual Inc)
Annual Inc Joint,,44800.0 (From Annual Inc)
Annual Inc Joint,,42424.199 (From Annual Inc)
Annual Inc Joint,,13992.0 (From Annual Inc)
Annual Inc Joint,,59562.0 (From Annual Inc)
Annual Inc Joint,,16048.0 (From Annual Inc)
Annual Inc Joint,,52226.0 (From Annual Inc)
Annual Inc Joint,,15900.0 (From Annual Inc)
Annual Inc Joint,,105123.0 (From Annual Inc)
Annual Inc Joint,,124889.0 (From Annual Inc)
Annual Inc Joint,,95250.0 (From Annual Inc)
Annual Inc Joint,,71239.0 (From Annual Inc)
Annual Inc Joint,,48746.0 (From Annual Inc)
Annual Inc Joint,,643000.0 (From Annual Inc)
Annual Inc Joint,,39048.0 (From Annual Inc)
Annual Inc Joint,,49632.0 (From Annual Inc)
Annual Inc Joint,,27705.0 (From Annual Inc)
Annual Inc Joint,,58200.0 (From Annual Inc)
Annual Inc Joint,,111240.0 (From Annual Inc)
Annual Inc Joint,,161500.0 (From Annual Inc)
Annual Inc Joint,,131700.0 (From Annual Inc)
Annual Inc Joint,,34560.0 (From Annual Inc)
Annual Inc Joint,,30720.0 (From Annual Inc)
Annual Inc Joint,,50700.0 (From Annual Inc)
Annual Inc Joint,,58501.0 (From Annual Inc)
Annual Inc Joint,,56868.0 (From Annual Inc)
Annual Inc Joint,,103532.0 (From Annual Inc)
Annual Inc Joint,,81024.0 (From Annual Inc)
Annual Inc Joint,,36041.0 (From Annual Inc)
Annual Inc Joint,,59207.0 (From Annual Inc)
Annual Inc Joint,,25200.0 (From Annual Inc)
Annual Inc Joint,,50960.0 (From Annual Inc)
Annual Inc Joint,,25400.0 (From Annual Inc)
Annual Inc Joint,,78804.0 (From Annual Inc)
Annual Inc Joint,,47059.0 (From Annual Inc)
Annual Inc Joint,,100394.0 (From Annual Inc)
Annual Inc Joint,,59592.0 (From Annual Inc)
Annual Inc Joint,,43840.0 (From Annual Inc)
Annual Inc Joint,,76858.688 (From Annual Inc)
Annual Inc Joint,,72074.0 (From Annual Inc)
Annual Inc Joint,,41500.0 (From Annual Inc)
Annual Inc Joint,,39541.0 (From Annual Inc)
Annual Inc Joint,,46776.0 (From Annual Inc)
Annual Inc Joint,,34320.0 (From Annual Inc)
Annual Inc Joint,,98147.969 (From Annual Inc)
Annual Inc Joint,,294000.0 (From Annual Inc)
Annual Inc Joint,,66765.0 (From Annual Inc)
Annual Inc Joint,,130100.0 (From Annual Inc)
Annual Inc Joint,,102300.0 (From Annual Inc)
Annual Inc Joint,,51999.0 (From Annual Inc)
Annual Inc Joint,,28300.0 (From Annual Inc)
Annual Inc Joint,,44900.0 (From Annual Inc)
Annual Inc Joint,,87340.0 (From Annual Inc)
Annual Inc Joint,,87255.0 (From Annual Inc)
Annual Inc Joint,,48972.0 (From Annual Inc)
Annual Inc Joint,,120460.0 (From Annual Inc)
Annual Inc Joint,,41408.0 (From Annual Inc)
Annual Inc Joint,,107282.0 (From Annual Inc)
Annual Inc Joint,,38600.0 (From Annual Inc)
Annual Inc Joint,,55800.0 (From Annual Inc)
Annual Inc Joint,,105905.0 (From Annual Inc)
Annual Inc Joint,,636000.0 (From Annual Inc)
Annual Inc Joint,,106977.0 (From Annual Inc)
Annual Inc Joint,,63504.0 (From Annual Inc)
Annual Inc Joint,,141455.08 (From Annual Inc)
Annual Inc Joint,,57700.0 (From Annual Inc)
Annual Inc Joint,,54809.238 (From Annual Inc)
Annual Inc Joint,,39540.0 (From Annual Inc)
Annual Inc Joint,,151686.0 (From Annual Inc)
Annual Inc Joint,,171658.0 (From Annual Inc)
Annual Inc Joint,,63204.0 (From Annual Inc)
Annual Inc Joint,,52463.0 (From Annual Inc)
Annual Inc Joint,,62162.0 (From Annual Inc)
Annual Inc Joint,,51116.0 (From Annual Inc)
Annual Inc Joint,,50092.0 (From Annual Inc)
Annual Inc Joint,,60500.0 (From Annual Inc)
Annual Inc Joint,,25460.0 (From Annual Inc)
Annual Inc Joint,,51996.0 (From Annual Inc)
Annual Inc Joint,,148900.0 (From Annual Inc)
Annual Inc Joint,,13200.0 (From Annual Inc)
Annual Inc Joint,,91676.0 (From Annual Inc)
Annual Inc Joint,,36480.0 (From Annual Inc)
Annual Inc Joint,,88600.0 (From Annual Inc)
Annual Inc Joint,,141500.0 (From Annual Inc)
Annual Inc Joint,,21500.0 (From Annual Inc)
Annual Inc Joint,,42764.0 (From Annual Inc)
Annual Inc Joint,,140070.0 (From Annual Inc)
Annual Inc Joint,,36420.0 (From Annual Inc)
Annual Inc Joint,,45912.0 (From Annual Inc)
Annual Inc Joint,,45840.0 (From Annual Inc)
Annual Inc Joint,,39600.0 (From Annual Inc)
Annual Inc Joint,,53235.0 (From Annual Inc)
Annual Inc Joint,,54308.0 (From Annual Inc)
Annual Inc Joint,,188200.0 (From Annual Inc)
Annual Inc Joint,,101341.0 (From Annual Inc)
Annual Inc Joint,,90525.0 (From Annual Inc)
Annual Inc Joint,,50850.0 (From Annual Inc)
Annual Inc Joint,,37960.0 (From Annual Inc)
Annual Inc Joint,,44520.0 (From Annual Inc)
Annual Inc Joint,,62865.0 (From Annual Inc)
Annual Inc Joint,,81999.0 (From Annual Inc)
Annual Inc Joint,,60735.0 (From Annual Inc)
Annual Inc Joint,,124031.0 (From Annual Inc)
Annual Inc Joint,,86400.0 (From Annual Inc)
Annual Inc Joint,,44688.0 (From Annual Inc)
Annual Inc Joint,,81564.0 (From Annual Inc)
Annual Inc Joint,,100540.0 (From Annual Inc)
Annual Inc Joint,,59849.0 (From Annual Inc)
Annual Inc Joint,,54956.0 (From Annual Inc)
Annual Inc Joint,,133614.63 (From Annual Inc)
Annual Inc Joint,,38376.0 (From Annual Inc)
Annual Inc Joint,,144631.0 (From Annual Inc)
Annual Inc Joint,,19536.0 (From Annual Inc)
Annual Inc Joint,,17218.0 (From Annual Inc)
Annual Inc Joint,,140500.0 (From Annual Inc)
Annual Inc Joint,,66600.0 (From Annual Inc)
Annual Inc Joint,,31644.0 (From Annual Inc)
Annual Inc Joint,,227421.0 (From Annual Inc)
Annual Inc Joint,,66200.0 (From Annual Inc)
Annual Inc Joint,,80820.0 (From Annual Inc)
Annual Inc Joint,,346000.0 (From Annual Inc)
Annual Inc Joint,,68556.0 (From Annual Inc)
Annual Inc Joint,,113343.0 (From Annual Inc)
Annual Inc Joint,,115500.0 (From Annual Inc)
Annual Inc Joint,,39999.0 (From Annual Inc)
Annual Inc Joint,,39684.0 (From Annual Inc)
Annual Inc Joint,,183500.0 (From Annual Inc)
Annual Inc Joint,,42080.0 (From Annual Inc)
Annual Inc Joint,,169992.0 (From Annual Inc)
Annual Inc Joint,,237000.0 (From Annual Inc)
Annual Inc Joint,,89600.0 (From Annual Inc)
Annual Inc Joint,,24972.0 (From Annual Inc)
Annual Inc Joint,,62900.0 (From Annual Inc)
Annual Inc Joint,,83469.0 (From Annual Inc)
Annual Inc Joint,,102904.0 (From Annual Inc)
Annual Inc Joint,,38134.0 (From Annual Inc)
Annual Inc Joint,,49300.0 (From Annual Inc)
Annual Inc Joint,,201000.0 (From Annual Inc)
Annual Inc Joint,,28960.0 (From Annual Inc)
Annual Inc Joint,,14940.0 (From Annual Inc)
Annual Inc Joint,,39457.0 (From Annual Inc)
Annual Inc Joint,,32296.0 (From Annual Inc)
Annual Inc Joint,,62724.0 (From Annual Inc)
Annual Inc Joint,,99520.0 (From Annual Inc)
Annual Inc Joint,,54432.0 (From Annual Inc)
Annual Inc Joint,,36908.0 (From Annual Inc)
Annual Inc Joint,,45300.0 (From Annual Inc)
Annual Inc Joint,,57250.0 (From Annual Inc)
Annual Inc Joint,,51235.0 (From Annual Inc)
Annual Inc Joint,,138800.0 (From Annual Inc)
Annual Inc Joint,,66870.0 (From Annual Inc)
Annual Inc Joint,,107200.0 (From Annual Inc)
Annual Inc Joint,,156661.0 (From Annual Inc)
Annual Inc Joint,,84500.0 (From Annual Inc)
Annual Inc Joint,,14200.0 (From Annual Inc)
Annual Inc Joint,,325000.0 (From Annual Inc)
Annual Inc Joint,,228404.0 (From Annual Inc)
Annual Inc Joint,,188000.0 (From Annual Inc)
Annual Inc Joint,,121337.0 (From Annual Inc)
Annual Inc Joint,,96500.0 (From Annual Inc)
Annual Inc Joint,,62300.0 (From Annual Inc)
Annual Inc Joint,,60700.0 (From Annual Inc)
Annual Inc Joint,,37600.0 (From Annual Inc)
Annual Inc Joint,,87250.0 (From Annual Inc)
Annual Inc Joint,,45240.0 (From Annual Inc)
Annual Inc Joint,,48804.0 (From Annual Inc)
Annual Inc Joint,,21898.801 (From Annual Inc)
Annual Inc Joint,,33484.0 (From Annual Inc)
Annual Inc Joint,,42265.602 (From Annual Inc)
Annual Inc Joint,,68640.0 (From Annual Inc)
Annual Inc Joint,,122744.0 (From Annual Inc)
Annual Inc Joint,,606600.0 (From Annual Inc)
Annual Inc Joint,,58468.0 (From Annual Inc)
Annual Inc Joint,,69735.0 (From Annual Inc)
Annual Inc Joint,,162314.0 (From Annual Inc)
Annual Inc Joint,,57750.0 (From Annual Inc)
Annual Inc Joint,,11652.0 (From Annual Inc)
Annual Inc Joint,,71360.0 (From Annual Inc)
Annual Inc Joint,,12040.0 (From Annual Inc)
Annual Inc Joint,,91980.0 (From Annual Inc)
Annual Inc Joint,,57623.539 (From Annual Inc)
Annual Inc Joint,,96756.0 (From Annual Inc)
Annual Inc Joint,,29200.0 (From Annual Inc)
Annual Inc Joint,,49462.398 (From Annual Inc)
Annual Inc Joint,,31824.0 (From Annual Inc)
Annual Inc Joint,,58927.551 (From Annual Inc)
Annual Inc Joint,,41250.0 (From Annual Inc)
Annual Inc Joint,,50195.0 (From Annual Inc)
Annual Inc Joint,,77983.0 (From Annual Inc)
Annual Inc Joint,,32507.0 (From Annual Inc)
Annual Inc Joint,,78462.0 (From Annual Inc)
Annual Inc Joint,,162317.0 (From Annual Inc)
Annual Inc Joint,,54325.0 (From Annual Inc)
Annual Inc Joint,,181000.0 (From Annual Inc)
Annual Inc Joint,,53871.0 (From Annual Inc)
Annual Inc Joint,,135558.0 (From Annual Inc)
Annual Inc Joint,,40840.0 (From Annual Inc)
Annual Inc Joint,,29113.0 (From Annual Inc)
Annual Inc Joint,,149700.0 (From Annual Inc)
Annual Inc Joint,,13308.0 (From Annual Inc)
Annual Inc Joint,,96212.273 (From Annual Inc)
Annual Inc Joint,,48108.0 (From Annual Inc)
Annual Inc Joint,,88165.0 (From Annual Inc)
Annual Inc Joint,,74556.0 (From Annual Inc)
Annual Inc Joint,,52999.0 (From Annual Inc)
Annual Inc Joint,,24449.0 (From Annual Inc)
Annual Inc Joint,,47498.0 (From Annual Inc)
Annual Inc Joint,,48292.0 (From Annual Inc)
Annual Inc Joint,,101432.0 (From Annual Inc)
Annual Inc Joint,,7700.0 (From Annual Inc)
Annual Inc Joint,,51846.0 (From Annual Inc)
Annual Inc Joint,,11000.0 (From Annual Inc)
Annual Inc Joint,,89371.0 (From Annual Inc)
Annual Inc Joint,,81250.0 (From Annual Inc)
Annual Inc Joint,,47830.0 (From Annual Inc)
Annual Inc Joint,,84840.0 (From Annual Inc)
Annual Inc Joint,,343000.0 (From Annual Inc)
Annual Inc Joint,,161900.0 (From Annual Inc)
Annual Inc Joint,,75300.0 (From Annual Inc)
Annual Inc Joint,,144999.0 (From Annual Inc)
Annual Inc Joint,,62199.719 (From Annual Inc)
Annual Inc Joint,,73221.0 (From Annual Inc)
Annual Inc Joint,,10000.0 (From Annual Inc)
Annual Inc Joint,,21048.0 (From Annual Inc)
Annual Inc Joint,,44120.0 (From Annual Inc)
Annual Inc Joint,,13548.0 (From Annual Inc)
Annual Inc Joint,,98259.0 (From Annual Inc)
Annual Inc Joint,,57100.0 (From Annual Inc)
Annual Inc Joint,,69274.758 (From Annual Inc)
Annual Inc Joint,,40828.0 (From Annual Inc)
Annual Inc Joint,,27976.0 (From Annual Inc)
Annual Inc Joint,,101079.0 (From Annual Inc)
Annual Inc Joint,,68349.0 (From Annual Inc)
Annual Inc Joint,,432000.0 (From Annual Inc)
Annual Inc Joint,,76240.0 (From Annual Inc)
Annual Inc Joint,,81296.0 (From Annual Inc)
Annual Inc Joint,,33286.0 (From Annual Inc)
Annual Inc Joint,,82600.0 (From Annual Inc)
Annual Inc Joint,,83754.922 (From Annual Inc)
Annual Inc Joint,,127389.0 (From Annual Inc)
Annual Inc Joint,,35760.0 (From Annual Inc)
Annual Inc Joint,,28601.0 (From Annual Inc)
Annual Inc Joint,,101500.0 (From Annual Inc)
Annual Inc Joint,,60080.0 (From Annual Inc)
Annual Inc Joint,,49246.0 (From Annual Inc)
Annual Inc Joint,,22817.0 (From Annual Inc)
Annual Inc Joint,,59300.0 (From Annual Inc)
Annual Inc Joint,,69348.0 (From Annual Inc)
Annual Inc Joint,,26412.0 (From Annual Inc)
Annual Inc Joint,,111789.0 (From Annual Inc)
Annual Inc Joint,,67300.0 (From Annual Inc)
Annual Inc Joint,,60750.0 (From Annual Inc)
Annual Inc Joint,,105960.0 (From Annual Inc)
Annual Inc Joint,,65424.0 (From Annual Inc)
Annual Inc Joint,,40678.0 (From Annual Inc)
Annual Inc Joint,,53320.0 (From Annual Inc)
Annual Inc Joint,,64896.0 (From Annual Inc)
Annual Inc Joint,,50752.0 (From Annual Inc)
Annual Inc Joint,,158657.88 (From Annual Inc)
Annual Inc Joint,,375372.0 (From Annual Inc)
Annual Inc Joint,,83633.0 (From Annual Inc)
Annual Inc Joint,,95300.0 (From Annual Inc)
Annual Inc Joint,,88700.0 (From Annual Inc)
Annual Inc Joint,,83200.0 (From Annual Inc)
Annual Inc Joint,,61752.0 (From Annual Inc)
Annual Inc Joint,,21712.0 (From Annual Inc)
Annual Inc Joint,,63600.0 (From Annual Inc)
Annual Inc Joint,,59731.0 (From Annual Inc)
Annual Inc Joint,,57294.0 (From Annual Inc)
Annual Inc Joint,,41304.0 (From Annual Inc)
Annual Inc Joint,,46411.0 (From Annual Inc)
Annual Inc Joint,,46546.922 (From Annual Inc)
Annual Inc Joint,,22824.0 (From Annual Inc)
Annual Inc Joint,,34992.0 (From Annual Inc)
Annual Inc Joint,,39115.0 (From Annual Inc)
Annual Inc Joint,,49560.0 (From Annual Inc)
Annual Inc Joint,,49086.0 (From Annual Inc)
Annual Inc Joint,,91979.0 (From Annual Inc)
Annual Inc Joint,,63835.0 (From Annual Inc)
Annual Inc Joint,,51242.0 (From Annual Inc)
Annual Inc Joint,,54150.0 (From Annual Inc)
Annual Inc Joint,,31629.789 (From Annual Inc)
Annual Inc Joint,,141450.0 (From Annual Inc)
Annual Inc Joint,,79296.0 (From Annual Inc)
Annual Inc Joint,,65110.0 (From Annual Inc)
Annual Inc Joint,,71643.141 (From Annual Inc)
Annual Inc Joint,,29100.0 (From Annual Inc)
Annual Inc Joint,,95030.0 (From Annual Inc)
Annual Inc Joint,,153482.0 (From Annual Inc)
Annual Inc Joint,,56814.0 (From Annual Inc)
Annual Inc Joint,,35720.0 (From Annual Inc)
Annual Inc Joint,,22605.0 (From Annual Inc)
Annual Inc Joint,,69992.0 (From Annual Inc)
Annual Inc Joint,,126319.2 (From Annual Inc)
Annual Inc Joint,,185320.0 (From Annual Inc)
Annual Inc Joint,,146134.0 (From Annual Inc)
Annual Inc Joint,,36240.0 (From Annual Inc)
Annual Inc Joint,,24500.0 (From Annual Inc)
Annual Inc Joint,,63468.0 (From Annual Inc)
Annual Inc Joint,,39400.0 (From Annual Inc)
Annual Inc Joint,,48619.16 (From Annual Inc)
Annual Inc Joint,,119937.0 (From Annual Inc)
Annual Inc Joint,,58253.0 (From Annual Inc)
Annual Inc Joint,,68800.0 (From Annual Inc)
Annual Inc Joint,,48900.0 (From Annual Inc)
Annual Inc Joint,,55875.0 (From Annual Inc)
Annual Inc Joint,,49940.0 (From Annual Inc)
Annual Inc Joint,,46974.0 (From Annual Inc)
Annual Inc Joint,,42031.0 (From Annual Inc)
Annual Inc Joint,,71600.0 (From Annual Inc)
Annual Inc Joint,,59844.0 (From Annual Inc)
Annual Inc Joint,,144870.0 (From Annual Inc)
Annual Inc Joint,,50080.0 (From Annual Inc)
Annual Inc Joint,,69534.0 (From Annual Inc)
Annual Inc Joint,,20712.0 (From Annual Inc)
Annual Inc Joint,,40594.0 (From Annual Inc)
Annual Inc Joint,,145600.0 (From Annual Inc)
Annual Inc Joint,,79986.0 (From Annual Inc)
Annual Inc Joint,,73869.0 (From Annual Inc)
Annual Inc Joint,,39746.16 (From Annual Inc)
Annual Inc Joint,,470000.0 (From Annual Inc)
Annual Inc Joint,,57200.0 (From Annual Inc)
Annual Inc Joint,,20424.0 (From Annual Inc)
Annual Inc Joint,,45213.0 (From Annual Inc)
Annual Inc Joint,,87550.0 (From Annual Inc)
Annual Inc Joint,,10800.0 (From Annual Inc)
Annual Inc Joint,,9684.0 (From Annual Inc)
Annual Inc Joint,,102661.0 (From Annual Inc)
Annual Inc Joint,,48607.0 (From Annual Inc)
Annual Inc Joint,,77300.0 (From Annual Inc)
Annual Inc Joint,,23040.0 (From Annual Inc)
Annual Inc Joint,,93466.0 (From Annual Inc)
Annual Inc Joint,,109580.0 (From Annual Inc)
Annual Inc Joint,,45400.0 (From Annual Inc)
Annual Inc Joint,,132360.0 (From Annual Inc)
Annual Inc Joint,,82380.0 (From Annual Inc)
Annual Inc Joint,,149931.0 (From Annual Inc)
Annual Inc Joint,,98600.0 (From Annual Inc)
Annual Inc Joint,,22680.0 (From Annual Inc)
Annual Inc Joint,,110485.0 (From Annual Inc)
Annual Inc Joint,,76292.0 (From Annual Inc)
Annual Inc Joint,,96143.648 (From Annual Inc)
Annual Inc Joint,,145900.0 (From Annual Inc)
Annual Inc Joint,,120096.0 (From Annual Inc)
Annual Inc Joint,,192868.0 (From Annual Inc)
Annual Inc Joint,,142285.0 (From Annual Inc)
Annual Inc Joint,,19284.0 (From Annual Inc)
Annual Inc Joint,,76250.0 (From Annual Inc)
Annual Inc Joint,,91563.0 (From Annual Inc)
Annual Inc Joint,,58235.0 (From Annual Inc)
Annual Inc Joint,,119597.0 (From Annual Inc)
