Column,Original,Imputed/Encoded
Annual Inc Joint,,165000.0 (From Annual Inc)
Annual Inc Joint,,51000.0 (From Annual Inc)
Annual Inc Joint,,100000.0 (From Annual Inc)
Annual Inc Joint,,95000.0 (From Annual Inc)
Annual Inc Joint,,55120.0 (From Annual Inc)
Annual Inc Joint,,112000.0 (From Annual Inc)
Annual Inc Joint,,60000.0 (From Annual Inc)
Annual Inc Joint,,52000.0 (From Annual Inc)
Annual Inc Joint,,70000.0 (From Annual Inc)
Annual Inc Joint,,115000.0 (From Annual Inc)
Annual Inc Joint,,30000.0 (From Annual Inc)
Annual Inc Joint,,90000.0 (From Annual Inc)
Annual Inc Joint,,45000.0 (From Annual Inc)
Annual Inc Joint,,122000.0 (From Annual Inc)
Annual Inc Joint,,113000.0 (From Annual Inc)
Annual Inc Joint,,140000.0 (From Annual Inc)
Annual Inc Joint,,50000.0 (From Annual Inc)
Annual Inc Joint,,62500.0 (From Annual Inc)
Annual Inc Joint,,116000.0 (From Annual Inc)
Annual Inc Joint,,75000.0 (From Annual Inc)
Annual Inc Joint,,110000.0 (From Annual Inc)
Annual Inc Joint,,39700.0 (From Annual Inc)
Annual Inc Joint,,105000.0 (From Annual Inc)
Annual Inc Joint,,85000.0 (From Annual Inc)
Annual Inc Joint,,40000.0 (From Annual Inc)
Annual Inc Joint,,150000.0 (From Annual Inc)
Annual Inc Joint,,46000.0 (From Annual Inc)
Annual Inc Joint,,69836.0 (From Annual Inc)
Annual Inc Joint,,185000.0 (From Annual Inc)
Annual Inc Joint,,58905.0 (From Annual Inc)
Annual Inc Joint,,87110.0 (From Annual Inc)
Annual Inc Joint,,65000.0 (From Annual Inc)
Annual Inc Joint,,17000.0 (From Annual Inc)
Annual Inc Joint,,80000.0 (From Annual Inc)
Annual Inc Joint,,48000.0 (From Annual Inc)
Annual Inc Joint,,27000.0 (From Annual Inc)
Annual Inc Joint,,32000.0 (From Annual Inc)
Annual Inc Joint,,53000.0 (From Annual Inc)
Annual Inc Joint,,38000.0 (From Annual Inc)
Annual Inc Joint,,72168.0 (From Annual Inc)
Annual Inc Joint,,73000.0 (From Annual Inc)
Annual Inc Joint,,104000.0 (From Annual Inc)
Annual Inc Joint,,59394.0 (From Annual Inc)
Annual Inc Joint,,360000.0 (From Annual Inc)
Annual Inc Joint,,210000.0 (From Annual Inc)
Annual Inc Joint,,193000.0 (From Annual Inc)
Annual Inc Joint,,135000.0 (From Annual Inc)
Annual Inc Joint,,66500.0 (From Annual Inc)
Annual Inc Joint,,81400.0 (From Annual Inc)
Annual Inc Joint,,151000.0 (From Annual Inc)
Annual Inc Joint,,83000.0 (From Annual Inc)
Annual Inc Joint,,81000.0 (From Annual Inc)
Annual Inc Joint,,205000.0 (From Annual Inc)
Annual Inc Joint,,55000.0 (From Annual Inc)
Annual Inc Joint,,77514.0 (From Annual Inc)
Annual Inc Joint,,57000.0 (From Annual Inc)
Annual Inc Joint,,36000.0 (From Annual Inc)
Annual Inc Joint,,54000.0 (From Annual Inc)
Annual Inc Joint,,42500.0 (From Annual Inc)
Annual Inc Joint,,39900.0 (From Annual Inc)
Annual Inc Joint,,61000.0 (From Annual Inc)
Annual Inc Joint,,74000.0 (From Annual Inc)
Annual Inc Joint,,47000.0 (From Annual Inc)
Annual Inc Joint,,120000.0 (From Annual Inc)
Annual Inc Joint,,250000.0 (From Annual Inc)
Annual Inc Joint,,68000.0 (From Annual Inc)
Annual Inc Joint,,111634.0 (From Annual Inc)
Annual Inc Joint,,98000.0 (From Annual Inc)
Annual Inc Joint,,75800.0 (From Annual Inc)
Annual Inc Joint,,66820.0 (From Annual Inc)
Annual Inc Joint,,202000.0 (From Annual Inc)
Annual Inc Joint,,41600.0 (From Annual Inc)
Annual Inc Joint,,516000.0 (From Annual Inc)
Annual Inc Joint,,41000.0 (From Annual Inc)
Annual Inc Joint,,66000.0 (From Annual Inc)
Annual Inc Joint,,35000.0 (From Annual Inc)
Annual Inc Joint,,83500.0 (From Annual Inc)
Annual Inc Joint,,63000.0 (From Annual Inc)
Annual Inc Joint,,89000.0 (From Annual Inc)
Annual Inc Joint,,54525.0 (From Annual Inc)
Annual Inc Joint,,82000.0 (From Annual Inc)
Annual Inc Joint,,51750.0 (From Annual Inc)
Annual Inc Joint,,72000.0 (From Annual Inc)
Annual Inc Joint,,84000.0 (From Annual Inc)
Annual Inc Joint,,56000.0 (From Annual Inc)
Annual Inc Joint,,43000.0 (From Annual Inc)
Annual Inc Joint,,42000.0 (From Annual Inc)
Annual Inc Joint,,87000.0 (From Annual Inc)
Annual Inc Joint,,58000.0 (From Annual Inc)
Annual Inc Joint,,31000.0 (From Annual Inc)
Annual Inc Joint,,206000.0 (From Annual Inc)
Annual Inc Joint,,73138.0 (From Annual Inc)
Annual Inc Joint,,160000.0 (From Annual Inc)
Annual Inc Joint,,131000.0 (From Annual Inc)
Annual Inc Joint,,28000.0 (From Annual Inc)
Annual Inc Joint,,410000.0 (From Annual Inc)
Annual Inc Joint,,48782.0 (From Annual Inc)
Annual Inc Joint,,25000.0 (From Annual Inc)
Annual Inc Joint,,39996.0 (From Annual Inc)
Annual Inc Joint,,270000.0 (From Annual Inc)
Annual Inc Joint,,51300.0 (From Annual Inc)
Annual Inc Joint,,82500.0 (From Annual Inc)
Annual Inc Joint,,200000.0 (From Annual Inc)
Annual Inc Joint,,78000.0 (From Annual Inc)
Annual Inc Joint,,18000.0 (From Annual Inc)
Annual Inc Joint,,101000.0 (From Annual Inc)
Annual Inc Joint,,106000.0 (From Annual Inc)
Annual Inc Joint,,132000.0 (From Annual Inc)
Annual Inc Joint,,108000.0 (From Annual Inc)
Annual Inc Joint,,192000.0 (From Annual Inc)
Annual Inc Joint,,40500.0 (From Annual Inc)
Annual Inc Joint,,107000.0 (From Annual Inc)
Annual Inc Joint,,88000.0 (From Annual Inc)
Annual Inc Joint,,155000.0 (From Annual Inc)
Annual Inc Joint,,169000.0 (From Annual Inc)
Annual Inc Joint,,148445.0 (From Annual Inc)
Annual Inc Joint,,91000.0 (From Annual Inc)
Annual Inc Joint,,130000.0 (From Annual Inc)
Annual Inc Joint,,77000.0 (From Annual Inc)
Annual Inc Joint,,63856.0 (From Annual Inc)
Annual Inc Joint,,15000.0 (From Annual Inc)
Annual Inc Joint,,44554.0 (From Annual Inc)
Annual Inc Joint,,85300.0 (From Annual Inc)
Annual Inc Joint,,24000.0 (From Annual Inc)
Annual Inc Joint,,37000.0 (From Annual Inc)
Annual Inc Joint,,332416.0 (From Annual Inc)
Annual Inc Joint,,500000.0 (From Annual Inc)
Annual Inc Joint,,109923.0 (From Annual Inc)
Annual Inc Joint,,23000.0 (From Annual Inc)
Annual Inc Joint,,89350.0 (From Annual Inc)
Annual Inc Joint,,96000.0 (From Annual Inc)
Annual Inc Joint,,59000.0 (From Annual Inc)
Annual Inc Joint,,134284.0 (From Annual Inc)
Annual Inc Joint,,16700.0 (From Annual Inc)
Annual Inc Joint,,57300.0 (From Annual Inc)
Annual Inc Joint,,29000.0 (From Annual Inc)
Annual Inc Joint,,104057.0 (From Annual Inc)
Annual Inc Joint,,86000.0 (From Annual Inc)
Annual Inc Joint,,62000.0 (From Annual Inc)
Annual Inc Joint,,60320.0 (From Annual Inc)
Annual Inc Joint,,90600.0 (From Annual Inc)
Annual Inc Joint,,34000.0 (From Annual Inc)
Annual Inc Joint,,16800.0 (From Annual Inc)
Annual Inc Joint,,48500.0 (From Annual Inc)
Annual Inc Joint,,67500.0 (From Annual Inc)
Annual Inc Joint,,118000.0 (From Annual Inc)
Annual Inc Joint,,20200.0 (From Annual Inc)
Annual Inc Joint,,10644.0 (From Annual Inc)
Annual Inc Joint,,240000.0 (From Annual Inc)
Annual Inc Joint,,217000.0 (From Annual Inc)
Annual Inc Joint,,69000.0 (From Annual Inc)
Annual Inc Joint,,94000.0 (From Annual Inc)
Annual Inc Joint,,175000.0 (From Annual Inc)
Annual Inc Joint,,450000.0 (From Annual Inc)
Annual Inc Joint,,98831.0 (From Annual Inc)
Annual Inc Joint,,80500.0 (From Annual Inc)
Annual Inc Joint,,123000.0 (From Annual Inc)
Annual Inc Joint,,102000.0 (From Annual Inc)
Annual Inc Joint,,78500.0 (From Annual Inc)
Annual Inc Joint,,125000.0 (From Annual Inc)
Annual Inc Joint,,103034.0 (From Annual Inc)
Annual Inc Joint,,67200.0 (From Annual Inc)
Annual Inc Joint,,55369.219 (From Annual Inc)
Annual Inc Joint,,44280.0 (From Annual Inc)
Annual Inc Joint,,15592.0 (From Annual Inc)
Annual Inc Joint,,67000.0 (From Annual Inc)
Annual Inc Joint,,126000.0 (From Annual Inc)
Annual Inc Joint,,98675.0 (From Annual Inc)
Annual Inc Joint,,180000.0 (From Annual Inc)
Annual Inc Joint,,143000.0 (From Annual Inc)
Annual Inc Joint,,183000.0 (From Annual Inc)
Annual Inc Joint,,190000.0 (From Annual Inc)
Annual Inc Joint,,350000.0 (From Annual Inc)
Annual Inc Joint,,74574.0 (From Annual Inc)
Annual Inc Joint,,15036.0 (From Annual Inc)
Annual Inc Joint,,26500.0 (From Annual Inc)
Annual Inc Joint,,24960.0 (From Annual Inc)
Annual Inc Joint,,97000.0 (From Annual Inc)
Annual Inc Joint,,120288.0 (From Annual Inc)
Annual Inc Joint,,245000.0 (From Annual Inc)
Annual Inc Joint,,49000.0 (From Annual Inc)
Annual Inc Joint,,39000.0 (From Annual Inc)
Annual Inc Joint,,65300.0 (From Annual Inc)
Annual Inc Joint,,170000.0 (From Annual Inc)
Annual Inc Joint,,33000.0 (From Annual Inc)
Annual Inc Joint,,103000.0 (From Annual Inc)
Annual Inc Joint,,51500.0 (From Annual Inc)
Annual Inc Joint,,53500.0 (From Annual Inc)
Annual Inc Joint,,80340.0 (From Annual Inc)
Annual Inc Joint,,144000.0 (From Annual Inc)
Annual Inc Joint,,76000.0 (From Annual Inc)
Annual Inc Joint,,67999.0 (From Annual Inc)
Annual Inc Joint,,21000.0 (From Annual Inc)
Annual Inc Joint,,47800.0 (From Annual Inc)
Annual Inc Joint,,63500.0 (From Annual Inc)
Annual Inc Joint,,59685.0 (From Annual Inc)
Annual Inc Joint,,375000.0 (From Annual Inc)
Annual Inc Joint,,20000.0 (From Annual Inc)
Annual Inc Joint,,145000.0 (From Annual Inc)
Annual Inc Joint,,68387.0 (From Annual Inc)
Annual Inc Joint,,38147.0 (From Annual Inc)
Annual Inc Joint,,50455.0 (From Annual Inc)
Annual Inc Joint,,93500.0 (From Annual Inc)
Annual Inc Joint,,71700.0 (From Annual Inc)
Annual Inc Joint,,47388.0 (From Annual Inc)
Annual Inc Joint,,44000.0 (From Annual Inc)
Annual Inc Joint,,68376.0 (From Annual Inc)
Annual Inc Joint,,33900.0 (From Annual Inc)
Annual Inc Joint,,69600.0 (From Annual Inc)
Annual Inc Joint,,163000.0 (From Annual Inc)
Annual Inc Joint,,52500.0 (From Annual Inc)
Annual Inc Joint,,26000.0 (From Annual Inc)
Annual Inc Joint,,127000.0 (From Annual Inc)
Annual Inc Joint,,84570.0 (From Annual Inc)
Annual Inc Joint,,47500.0 (From Annual Inc)
Annual Inc Joint,,38500.0 (From Annual Inc)
Annual Inc Joint,,91500.0 (From Annual Inc)
Annual Inc Joint,,19200.0 (From Annual Inc)
Annual Inc Joint,,45760.0 (From Annual Inc)
Annual Inc Joint,,64000.0 (From Annual Inc)
Annual Inc Joint,,71000.0 (From Annual Inc)
Annual Inc Joint,,75721.0 (From Annual Inc)
Annual Inc Joint,,117000.0 (From Annual Inc)
Annual Inc Joint,,14808.0 (From Annual Inc)
Annual Inc Joint,,17111.0 (From Annual Inc)
Annual Inc Joint,,30472.0 (From Annual Inc)
Annual Inc Joint,,61422.0 (From Annual Inc)
Annual Inc Joint,,376000.0 (From Annual Inc)
Annual Inc Joint,,50500.0 (From Annual Inc)
Annual Inc Joint,,70008.0 (From Annual Inc)
Annual Inc Joint,,121000.0 (From Annual Inc)
Annual Inc Joint,,55620.0 (From Annual Inc)
Annual Inc Joint,,111000.0 (From Annual Inc)
Annual Inc Joint,,46500.0 (From Annual Inc)
Annual Inc Joint,,35100.0 (From Annual Inc)
Annual Inc Joint,,1050000.0 (From Annual Inc)
Annual Inc Joint,,54500.0 (From Annual Inc)
Annual Inc Joint,,191000.0 (From Annual Inc)
Annual Inc Joint,,380000.0 (From Annual Inc)
Annual Inc Joint,,225000.0 (From Annual Inc)
Annual Inc Joint,,54100.0 (From Annual Inc)
Annual Inc Joint,,53650.0 (From Annual Inc)
Annual Inc Joint,,76500.0 (From Annual Inc)
Annual Inc Joint,,69700.0 (From Annual Inc)
Annual Inc Joint,,92000.0 (From Annual Inc)
Annual Inc Joint,,49500.0 (From Annual Inc)
Annual Inc Joint,,79000.0 (From Annual Inc)
Annual Inc Joint,,67894.0 (From Annual Inc)
Annual Inc Joint,,56369.82 (From Annual Inc)
Annual Inc Joint,,132600.0 (From Annual Inc)
Annual Inc Joint,,22000.0 (From Annual Inc)
Annual Inc Joint,,300000.0 (From Annual Inc)
Annual Inc Joint,,102450.0 (From Annual Inc)
Annual Inc Joint,,80250.0 (From Annual Inc)
Annual Inc Joint,,69500.0 (From Annual Inc)
Annual Inc Joint,,167000.0 (From Annual Inc)
Annual Inc Joint,,187000.0 (From Annual Inc)
Annual Inc Joint,,58900.0 (From Annual Inc)
Annual Inc Joint,,79500.0 (From Annual Inc)
Annual Inc Joint,,357000.0 (From Annual Inc)
Annual Inc Joint,,64800.0 (From Annual Inc)
Annual Inc Joint,,164000.0 (From Annual Inc)
Annual Inc Joint,,27420.0 (From Annual Inc)
Annual Inc Joint,,90360.0 (From Annual Inc)
Annual Inc Joint,,86790.0 (From Annual Inc)
Annual Inc Joint,,31743.0 (From Annual Inc)
Annual Inc Joint,,62400.0 (From Annual Inc)
Annual Inc Joint,,29855.0 (From Annual Inc)
Annual Inc Joint,,114700.0 (From Annual Inc)
Annual Inc Joint,,48888.0 (From Annual Inc)
Annual Inc Joint,,95097.0 (From Annual Inc)
Annual Inc Joint,,94500.0 (From Annual Inc)
Annual Inc Joint,,330000.0 (From Annual Inc)
Annual Inc Joint,,17106.0 (From Annual Inc)
Annual Inc Joint,,93000.0 (From Annual Inc)
Annual Inc Joint,,65897.0 (From Annual Inc)
Annual Inc Joint,,186000.0 (From Annual Inc)
Annual Inc Joint,,152000.0 (From Annual Inc)
Annual Inc Joint,,73440.0 (From Annual Inc)
Annual Inc Joint,,54370.0 (From Annual Inc)
Annual Inc Joint,,28596.0 (From Annual Inc)
Annual Inc Joint,,80662.0 (From Annual Inc)
Annual Inc Joint,,128700.0 (From Annual Inc)
Annual Inc Joint,,55612.0 (From Annual Inc)
Annual Inc Joint,,157647.0 (From Annual Inc)
Annual Inc Joint,,42770.0 (From Annual Inc)
Annual Inc Joint,,54378.0 (From Annual Inc)
Annual Inc Joint,,48600.0 (From Annual Inc)
Annual Inc Joint,,318000.0 (From Annual Inc)
Annual Inc Joint,,99140.0 (From Annual Inc)
Annual Inc Joint,,62371.0 (From Annual Inc)
Annual Inc Joint,,27815.641 (From Annual Inc)
Annual Inc Joint,,198400.0 (From Annual Inc)
Annual Inc Joint,,89750.0 (From Annual Inc)
Annual Inc Joint,,87500.0 (From Annual Inc)
Annual Inc Joint,,47840.0 (From Annual Inc)
Annual Inc Joint,,15144.0 (From Annual Inc)
Annual Inc Joint,,38200.0 (From Annual Inc)
Annual Inc Joint,,133000.0 (From Annual Inc)
Annual Inc Joint,,89900.0 (From Annual Inc)
Annual Inc Joint,,201600.0 (From Annual Inc)
Annual Inc Joint,,100495.0 (From Annual Inc)
Annual Inc Joint,,64779.0 (From Annual Inc)
Annual Inc Joint,,231000.0 (From Annual Inc)
Annual Inc Joint,,93150.0 (From Annual Inc)
Annual Inc Joint,,447000.0 (From Annual Inc)
Annual Inc Joint,,72800.0 (From Annual Inc)
Annual Inc Joint,,90129.0 (From Annual Inc)
Annual Inc Joint,,115285.0 (From Annual Inc)
Annual Inc Joint,,24480.0 (From Annual Inc)
Annual Inc Joint,,122400.0 (From Annual Inc)
Annual Inc Joint,,221081.0 (From Annual Inc)
Annual Inc Joint,,92600.0 (From Annual Inc)
Annual Inc Joint,,64940.0 (From Annual Inc)
Annual Inc Joint,,50717.0 (From Annual Inc)
Annual Inc Joint,,176000.0 (From Annual Inc)
Annual Inc Joint,,59750.0 (From Annual Inc)
Annual Inc Joint,,45700.0 (From Annual Inc)
Annual Inc Joint,,114000.0 (From Annual Inc)
Annual Inc Joint,,49992.0 (From Annual Inc)
Annual Inc Joint,,67556.0 (From Annual Inc)
Annual Inc Joint,,816000.0 (From Annual Inc)
Annual Inc Joint,,106300.0 (From Annual Inc)
Annual Inc Joint,,36560.0 (From Annual Inc)
Annual Inc Joint,,69550.0 (From Annual Inc)
Annual Inc Joint,,295000.0 (From Annual Inc)
Annual Inc Joint,,77650.0 (From Annual Inc)
Annual Inc Joint,,170961.0 (From Annual Inc)
Annual Inc Joint,,80260.0 (From Annual Inc)
Annual Inc Joint,,80093.0 (From Annual Inc)
Annual Inc Joint,,195000.0 (From Annual Inc)
Annual Inc Joint,,29400.0 (From Annual Inc)
Annual Inc Joint,,55660.0 (From Annual Inc)
Annual Inc Joint,,108160.0 (From Annual Inc)
Annual Inc Joint,,52200.0 (From Annual Inc)
Annual Inc Joint,,22500.0 (From Annual Inc)
Annual Inc Joint,,60900.0 (From Annual Inc)
Annual Inc Joint,,60092.0 (From Annual Inc)
Annual Inc Joint,,33354.0 (From Annual Inc)
Annual Inc Joint,,127400.0 (From Annual Inc)
Annual Inc Joint,,77500.0 (From Annual Inc)
Annual Inc Joint,,600000.0 (From Annual Inc)
Annual Inc Joint,,174000.0 (From Annual Inc)
Annual Inc Joint,,44200.0 (From Annual Inc)
Annual Inc Joint,,93600.0 (From Annual Inc)
Annual Inc Joint,,74964.0 (From Annual Inc)
Annual Inc Joint,,140004.0 (From Annual Inc)
Annual Inc Joint,,76176.0 (From Annual Inc)
Annual Inc Joint,,21200.0 (From Annual Inc)
Annual Inc Joint,,18636.0 (From Annual Inc)
Annual Inc Joint,,142041.0 (From Annual Inc)
Annual Inc Joint,,290000.0 (From Annual Inc)
Annual Inc Joint,,112500.0 (From Annual Inc)
Annual Inc Joint,,28500.0 (From Annual Inc)
Annual Inc Joint,,50400.0 (From Annual Inc)
Annual Inc Joint,,64500.0 (From Annual Inc)
Annual Inc Joint,,206039.0 (From Annual Inc)
Annual Inc Joint,,40560.0 (From Annual Inc)
Annual Inc Joint,,124000.0 (From Annual Inc)
Annual Inc Joint,,50245.0 (From Annual Inc)
Annual Inc Joint,,61500.0 (From Annual Inc)
Annual Inc Joint,,45869.0 (From Annual Inc)
Annual Inc Joint,,136000.0 (From Annual Inc)
Annual Inc Joint,,54137.0 (From Annual Inc)
Annual Inc Joint,,104650.0 (From Annual Inc)
Annual Inc Joint,,83212.0 (From Annual Inc)
Annual Inc Joint,,47352.0 (From Annual Inc)
Annual Inc Joint,,146000.0 (From Annual Inc)
Annual Inc Joint,,44720.0 (From Annual Inc)
Annual Inc Joint,,49999.0 (From Annual Inc)
Annual Inc Joint,,40300.0 (From Annual Inc)
Annual Inc Joint,,41562.0 (From Annual Inc)
Annual Inc Joint,,28800.0 (From Annual Inc)
Annual Inc Joint,,138000.0 (From Annual Inc)
Annual Inc Joint,,109000.0 (From Annual Inc)
Annual Inc Joint,,39520.0 (From Annual Inc)
Annual Inc Joint,,70100.0 (From Annual Inc)
Annual Inc Joint,,72500.0 (From Annual Inc)
Annual Inc Joint,,14208.0 (From Annual Inc)
Annual Inc Joint,,182000.0 (From Annual Inc)
Annual Inc Joint,,168000.0 (From Annual Inc)
Annual Inc Joint,,24850.0 (From Annual Inc)
Annual Inc Joint,,96569.0 (From Annual Inc)
Annual Inc Joint,,53750.0 (From Annual Inc)
Annual Inc Joint,,46800.0 (From Annual Inc)
Annual Inc Joint,,74360.0 (From Annual Inc)
Annual Inc Joint,,230000.0 (From Annual Inc)
Annual Inc Joint,,186813.0 (From Annual Inc)
Annual Inc Joint,,45900.0 (From Annual Inc)
Annual Inc Joint,,43500.0 (From Annual Inc)
Annual Inc Joint,,86500.0 (From Annual Inc)
Annual Inc Joint,,64886.0 (From Annual Inc)
Annual Inc Joint,,207451.0 (From Annual Inc)
Annual Inc Joint,,34200.0 (From Annual Inc)
Annual Inc Joint,,44400.0 (From Annual Inc)
Annual Inc Joint,,59900.0 (From Annual Inc)
Annual Inc Joint,,124384.0 (From Annual Inc)
Annual Inc Joint,,34300.559 (From Annual Inc)
Annual Inc Joint,,215000.0 (From Annual Inc)
Annual Inc Joint,,85100.0 (From Annual Inc)
Annual Inc Joint,,37575.0 (From Annual Inc)
Annual Inc Joint,,79200.0 (From Annual Inc)
Annual Inc Joint,,63232.0 (From Annual Inc)
Annual Inc Joint,,96387.0 (From Annual Inc)
Annual Inc Joint,,45505.0 (From Annual Inc)
Annual Inc Joint,,128000.0 (From Annual Inc)
Annual Inc Joint,,141600.0 (From Annual Inc)
Annual Inc Joint,,70690.0 (From Annual Inc)
Annual Inc Joint,,51499.0 (From Annual Inc)
Annual Inc Joint,,515000.0 (From Annual Inc)
Annual Inc Joint,,45500.0 (From Annual Inc)
Annual Inc Joint,,37500.0 (From Annual Inc)
Annual Inc Joint,,99000.0 (From Annual Inc)
Annual Inc Joint,,88150.0 (From Annual Inc)
Annual Inc Joint,,47273.0 (From Annual Inc)
Annual Inc Joint,,298000.0 (From Annual Inc)
Annual Inc Joint,,55900.0 (From Annual Inc)
Annual Inc Joint,,70800.0 (From Annual Inc)
Annual Inc Joint,,51695.0 (From Annual Inc)
Annual Inc Joint,,122600.0 (From Annual Inc)
Annual Inc Joint,,68900.0 (From Annual Inc)
Annual Inc Joint,,158000.0 (From Annual Inc)
Annual Inc Joint,,40100.0 (From Annual Inc)
Annual Inc Joint,,42600.0 (From Annual Inc)
Annual Inc Joint,,65500.0 (From Annual Inc)
Annual Inc Joint,,44600.0 (From Annual Inc)
Annual Inc Joint,,60562.0 (From Annual Inc)
Annual Inc Joint,,52400.0 (From Annual Inc)
Annual Inc Joint,,90192.0 (From Annual Inc)
Annual Inc Joint,,55500.0 (From Annual Inc)
Annual Inc Joint,,45801.0 (From Annual Inc)
Annual Inc Joint,,49600.0 (From Annual Inc)
Annual Inc Joint,,30620.0 (From Annual Inc)
Annual Inc Joint,,74350.0 (From Annual Inc)
Annual Inc Joint,,32500.0 (From Annual Inc)
Annual Inc Joint,,40600.0 (From Annual Inc)
Annual Inc Joint,,46957.0 (From Annual Inc)
Annual Inc Joint,,17500.0 (From Annual Inc)
Annual Inc Joint,,57990.0 (From Annual Inc)
Annual Inc Joint,,36070.738 (From Annual Inc)
Annual Inc Joint,,79900.0 (From Annual Inc)
Annual Inc Joint,,275000.0 (From Annual Inc)
Annual Inc Joint,,136999.0 (From Annual Inc)
Annual Inc Joint,,100500.0 (From Annual Inc)
Annual Inc Joint,,278000.0 (From Annual Inc)
Annual Inc Joint,,66052.0 (From Annual Inc)
Annual Inc Joint,,91227.0 (From Annual Inc)
Annual Inc Joint,,98976.0 (From Annual Inc)
Annual Inc Joint,,38912.0 (From Annual Inc)
Annual Inc Joint,,11997.0 (From Annual Inc)
Annual Inc Joint,,107191.0 (From Annual Inc)
Annual Inc Joint,,57500.0 (From Annual Inc)
Annual Inc Joint,,134000.0 (From Annual Inc)
Annual Inc Joint,,66950.0 (From Annual Inc)
Annual Inc Joint,,82956.5 (From Annual Inc)
Annual Inc Joint,,24600.0 (From Annual Inc)
Annual Inc Joint,,115800.0 (From Annual Inc)
Annual Inc Joint,,33528.0 (From Annual Inc)
Annual Inc Joint,,134009.0 (From Annual Inc)
Annual Inc Joint,,96550.0 (From Annual Inc)
Annual Inc Joint,,38160.0 (From Annual Inc)
Annual Inc Joint,,46300.0 (From Annual Inc)
Annual Inc Joint,,46296.0 (From Annual Inc)
Annual Inc Joint,,36400.0 (From Annual Inc)
Annual Inc Joint,,27300.0 (From Annual Inc)
Annual Inc Joint,,113500.0 (From Annual Inc)
Annual Inc Joint,,58733.0 (From Annual Inc)
Annual Inc Joint,,87779.0 (From Annual Inc)
Annual Inc Joint,,99900.0 (From Annual Inc)
Annual Inc Joint,,93120.0 (From Annual Inc)
Annual Inc Joint,,61200.0 (From Annual Inc)
Annual Inc Joint,,97902.0 (From Annual Inc)
Annual Inc Joint,,43680.0 (From Annual Inc)
Annual Inc Joint,,221000.0 (From Annual Inc)
Annual Inc Joint,,274000.0 (From Annual Inc)
Annual Inc Joint,,48760.0 (From Annual Inc)
Annual Inc Joint,,42597.0 (From Annual Inc)
Annual Inc Joint,,52600.0 (From Annual Inc)
Annual Inc Joint,,833000.0 (From Annual Inc)
Annual Inc Joint,,57600.0 (From Annual Inc)
Annual Inc Joint,,70374.0 (From Annual Inc)
Annual Inc Joint,,50738.0 (From Annual Inc)
Annual Inc Joint,,98200.0 (From Annual Inc)
Annual Inc Joint,,61800.0 (From Annual Inc)
Annual Inc Joint,,96800.0 (From Annual Inc)
Annual Inc Joint,,35402.719 (From Annual Inc)
Annual Inc Joint,,60694.0 (From Annual Inc)
Annual Inc Joint,,31746.0 (From Annual Inc)
Annual Inc Joint,,60815.0 (From Annual Inc)
Annual Inc Joint,,53100.0 (From Annual Inc)
Annual Inc Joint,,365000.0 (From Annual Inc)
Annual Inc Joint,,141000.0 (From Annual Inc)
Annual Inc Joint,,31500.0 (From Annual Inc)
Annual Inc Joint,,122720.0 (From Annual Inc)
Annual Inc Joint,,10548.0 (From Annual Inc)
Annual Inc Joint,,294247.0 (From Annual Inc)
Annual Inc Joint,,208000.0 (From Annual Inc)
Annual Inc Joint,,67776.0 (From Annual Inc)
Annual Inc Joint,,70400.0 (From Annual Inc)
Annual Inc Joint,,83029.0 (From Annual Inc)
Annual Inc Joint,,102500.0 (From Annual Inc)
Annual Inc Joint,,58572.0 (From Annual Inc)
Annual Inc Joint,,92200.0 (From Annual Inc)
Annual Inc Joint,,70250.0 (From Annual Inc)
Annual Inc Joint,,33280.0 (From Annual Inc)
Annual Inc Joint,,92700.0 (From Annual Inc)
Annual Inc Joint,,203580.0 (From Annual Inc)
Annual Inc Joint,,37440.0 (From Annual Inc)
Annual Inc Joint,,61346.0 (From Annual Inc)
Annual Inc Joint,,55006.441 (From Annual Inc)
Annual Inc Joint,,138500.0 (From Annual Inc)
Annual Inc Joint,,31367.0 (From Annual Inc)
Annual Inc Joint,,24501.0 (From Annual Inc)
Annual Inc Joint,,61335.0 (From Annual Inc)
Annual Inc Joint,,50390.0 (From Annual Inc)
Annual Inc Joint,,77400.0 (From Annual Inc)
Annual Inc Joint,,44358.0 (From Annual Inc)
Annual Inc Joint,,40800.0 (From Annual Inc)
Annual Inc Joint,,63991.0 (From Annual Inc)
Annual Inc Joint,,58381.48 (From Annual Inc)
Annual Inc Joint,,266000.0 (From Annual Inc)
Annual Inc Joint,,42700.0 (From Annual Inc)
Annual Inc Joint,,44583.719 (From Annual Inc)
Annual Inc Joint,,425000.0 (From Annual Inc)
Annual Inc Joint,,111800.0 (From Annual Inc)
Annual Inc Joint,,66300.0 (From Annual Inc)
Annual Inc Joint,,265000.0 (From Annual Inc)
Annual Inc Joint,,227000.0 (From Annual Inc)
Annual Inc Joint,,54450.0 (From Annual Inc)
Annual Inc Joint,,26400.0 (From Annual Inc)
Annual Inc Joint,,41520.0 (From Annual Inc)
Annual Inc Joint,,57732.578 (From Annual Inc)
Annual Inc Joint,,27179.0 (From Annual Inc)
Annual Inc Joint,,54952.0 (From Annual Inc)
Annual Inc Joint,,38800.0 (From Annual Inc)
Annual Inc Joint,,157000.0 (From Annual Inc)
Annual Inc Joint,,55610.0 (From Annual Inc)
